MOT;Occurence;Frequence
volontairement;11;1.2301360977846367E-4
certainement;21;2.3484416412252157E-4
entendre;41;4.585052728106373E-4
rapidement;22;2.4602721955692733E-4
défensif;3;3.3549166303217366E-5
traits;14;1.5656277608168103E-4
particuliers;6;6.709833260643473E-5
nationalités;9;1.0064749890965209E-4
relâche;4;4.4732221737623154E-5
tristesse;3;3.3549166303217366E-5
parenté;4;4.4732221737623154E-5
pensées;20;2.2366110868811577E-4
servant;2;2.2366110868811577E-5
prudemment;8;8.946444347524631E-5
émanaient;4;4.4732221737623154E-5
national;48;5.367866608514778E-4
tirait;4;4.4732221737623154E-5
frères;2;2.2366110868811577E-5
contait;2;2.2366110868811577E-5
accomplir;8;8.946444347524631E-5
valait;4;4.4732221737623154E-5
actuelles;4;4.4732221737623154E-5
douteuse;4;4.4732221737623154E-5
accomplit;2;2.2366110868811577E-5
traité;7;7.828138804084051E-5
siècles;31;3.4667471846657946E-4
amarrage;2;2.2366110868811577E-5
pouvait-elle;2;2.2366110868811577E-5
diplomates;4;4.4732221737623154E-5
précédé;5;5.591527717202894E-5
raisonnables;3;3.3549166303217366E-5
résistances;3;3.3549166303217366E-5
extrêmement;22;2.4602721955692733E-4
parti;135;0.0015097124836447814
soumis;6;6.709833260643473E-5
frappante;6;6.709833260643473E-5
soumit;2;2.2366110868811577E-5
schopenhauer;2;2.2366110868811577E-5
réticent;6;6.709833260643473E-5
mglw;10;1.1183055434405789E-4
contact;5;5.591527717202894E-5
accablé;5;5.591527717202894E-5
contrée;2;2.2366110868811577E-5
fleurs;5;5.591527717202894E-5
accabla;2;2.2366110868811577E-5
tirer;25;2.795763858601447E-4
confiance;23;2.5721027499133316E-4
excuser;2;2.2366110868811577E-5
pouvais;40;4.4732221737623154E-4
ressuscitât;2;2.2366110868811577E-5
patriotiques;2;2.2366110868811577E-5
champions;3;3.3549166303217366E-5
ethniques;4;4.4732221737623154E-5
pouvait;224;0.0025050044173068964
exploiter;3;3.3549166303217366E-5
ouvrent;4;4.4732221737623154E-5
douloureux;5;5.591527717202894E-5
matin;10;1.1183055434405789E-4
finissait;2;2.2366110868811577E-5
honteux;6;6.709833260643473E-5
bacille;2;2.2366110868811577E-5
époques;11;1.2301360977846367E-4
exploitée;2;2.2366110868811577E-5
sentir;10;1.1183055434405789E-4
efforçais;2;2.2366110868811577E-5
sentis;13;1.4537972064727526E-4
sentit;3;3.3549166303217366E-5
efforçait;6;6.709833260643473E-5
sources;6;6.709833260643473E-5
grossiers;5;5.591527717202894E-5
battu;3;3.3549166303217366E-5
relater;2;2.2366110868811577E-5
enjoignaient;2;2.2366110868811577E-5
signe;14;1.5656277608168103E-4
inconscience;6;6.709833260643473E-5
traîner;2;2.2366110868811577E-5
décembre;4;4.4732221737623154E-5
incurables;2;2.2366110868811577E-5
utilisation;3;3.3549166303217366E-5
répond;7;7.828138804084051E-5
associés;2;2.2366110868811577E-5
capturés;2;2.2366110868811577E-5
ruisselante;5;5.591527717202894E-5
cercles;4;4.4732221737623154E-5
perpétuer;2;2.2366110868811577E-5
survivances;4;4.4732221737623154E-5
grossière;4;4.4732221737623154E-5
restant;2;2.2366110868811577E-5
entraînant;2;2.2366110868811577E-5
répons;2;2.2366110868811577E-5
instructif;2;2.2366110868811577E-5
fourni;7;7.828138804084051E-5
héritier;7;7.828138804084051E-5
repose;15;1.6774583151608682E-4
sismiques;2;2.2366110868811577E-5
militaire;20;2.2366110868811577E-4
oubliée;3;3.3549166303217366E-5
scrupule;2;2.2366110868811577E-5
joyeuses;2;2.2366110868811577E-5
majorité;38;4.2495610650741995E-4
assurait;3;3.3549166303217366E-5
officiellement;5;5.591527717202894E-5
lagunes;3;3.3549166303217366E-5
joie;27;3.019424967289563E-4
fatigue;2;2.2366110868811577E-5
promit;2;2.2366110868811577E-5
cornes;2;2.2366110868811577E-5
fondateurs;10;1.1183055434405789E-4
plateforme;5;5.591527717202894E-5
bavait;3;3.3549166303217366E-5
spirituels;5;5.591527717202894E-5
îles;11;1.2301360977846367E-4
vais;3;3.3549166303217366E-5
vain;13;1.4537972064727526E-4
parvienne;2;2.2366110868811577E-5
réalisée;5;5.591527717202894E-5
livrer;10;1.1183055434405789E-4
livres;20;2.2366110868811577E-4
réaliser;8;8.946444347524631E-5
lune;10;1.1183055434405789E-4
délicat;2;2.2366110868811577E-5
savant;20;2.2366110868811577E-4
oublier;19;2.1247805325370998E-4
oubliés;2;2.2366110868811577E-5
ordure;5;5.591527717202894E-5
intitulée;5;5.591527717202894E-5
john;10;1.1183055434405789E-4
hantait;3;3.3549166303217366E-5
isolé;8;8.946444347524631E-5
proportion;5;5.591527717202894E-5
anxiété;2;2.2366110868811577E-5
émerger;6;6.709833260643473E-5
munis;2;2.2366110868811577E-5
cycle;11;1.2301360977846367E-4
aura;43;4.808713836794489E-4
composée;2;2.2366110868811577E-5
parut;15;1.6774583151608682E-4
préjudice;3;3.3549166303217366E-5
programme;24;2.683933304257389E-4
figurât;2;2.2366110868811577E-5
fréquentes;8;8.946444347524631E-5
(sorcier);3;3.3549166303217366E-5
théoriques;3;3.3549166303217366E-5
manière;51;5.703358271546952E-4
causait;3;3.3549166303217366E-5
fréquenter;4;4.4732221737623154E-5
pieuse;3;3.3549166303217366E-5
frappait;2;2.2366110868811577E-5
méthodiquement;4;4.4732221737623154E-5
589messieurs;12;1.3419666521286946E-4
décès;15;1.6774583151608682E-4
appeler;4;4.4732221737623154E-5
laissant;5;5.591527717202894E-5
confier;3;3.3549166303217366E-5
appelés;6;6.709833260643473E-5
confiés;3;3.3549166303217366E-5
beaupré;5;5.591527717202894E-5
chaud;2;2.2366110868811577E-5
outrage;3;3.3549166303217366E-5
soutien;2;2.2366110868811577E-5
grand-prêtre;2;2.2366110868811577E-5
fallu;12;1.3419666521286946E-4
pauses;4;4.4732221737623154E-5
restait;18;2.0129499781930418E-4
géant;3;3.3549166303217366E-5
lutte;135;0.0015097124836447814
anéanti;3;3.3549166303217366E-5
années;109;0.001218953042350231
personnelles;8;8.946444347524631E-5
haïssent;3;3.3549166303217366E-5
publication;4;4.4732221737623154E-5
souhaitable;2;2.2366110868811577E-5
différent;5;5.591527717202894E-5
appelée;2;2.2366110868811577E-5
ekeberg;2;2.2366110868811577E-5
dangereusement;2;2.2366110868811577E-5
rafle;2;2.2366110868811577E-5
séides;3;3.3549166303217366E-5
mentionnés;5;5.591527717202894E-5
artiste;8;8.946444347524631E-5
savais;11;1.2301360977846367E-4
conduisent;2;2.2366110868811577E-5
lever;5;5.591527717202894E-5
préserve;2;2.2366110868811577E-5
offre;5;5.591527717202894E-5
attacher;9;1.0064749890965209E-4
savait;47;5.256036054170721E-4
attachés;3;3.3549166303217366E-5
cellier;2;2.2366110868811577E-5
bismarck;17;1.901119423848984E-4
parents;15;1.6774583151608682E-4
etais-je;2;2.2366110868811577E-5
oublié;10;1.1183055434405789E-4
pratiqué;39;4.361391619418257E-4
casanier;2;2.2366110868811577E-5
pouvant;7;7.828138804084051E-5
frappant;2;2.2366110868811577E-5
total;3;3.3549166303217366E-5
semblait;55;6.150680488923183E-4
feuillets;2;2.2366110868811577E-5
tentacules;18;2.0129499781930418E-4
dénigré;2;2.2366110868811577E-5
indignés;5;5.591527717202894E-5
soupçonnait;4;4.4732221737623154E-5
soupçonnais;6;6.709833260643473E-5
craindre;7;7.828138804084051E-5
indigner;2;2.2366110868811577E-5
empressement;2;2.2366110868811577E-5
plusieurs;60;6.709833260643473E-4
découvrir;27;3.019424967289563E-4
découvris;4;4.4732221737623154E-5
initiative;2;2.2366110868811577E-5
aidera;2;2.2366110868811577E-5
social;24;2.683933304257389E-4
papiers;20;2.2366110868811577E-4
informe;7;7.828138804084051E-5
fureur;9;1.0064749890965209E-4
conjuré;2;2.2366110868811577E-5
éditions;2;2.2366110868811577E-5
incorpore;2;2.2366110868811577E-5
châtiment;5;5.591527717202894E-5
affranchir;3;3.3549166303217366E-5
intimes;5;5.591527717202894E-5
décrépit;2;2.2366110868811577E-5
moyenne;5;5.591527717202894E-5
bouleverser;2;2.2366110868811577E-5
vienne;76;8.499122130148399E-4
vieil;20;2.2366110868811577E-4
mariages;4;4.4732221737623154E-5
cieux;5;5.591527717202894E-5
possède;19;2.1247805325370998E-4
épisode;3;3.3549166303217366E-5
vase;9;1.0064749890965209E-4
gagnent;2;2.2366110868811577E-5
flaire;2;2.2366110868811577E-5
objective;2;2.2366110868811577E-5
environ;13;1.4537972064727526E-4
scène;8;8.946444347524631E-5
satisfaites;2;2.2366110868811577E-5
ebert;2;2.2366110868811577E-5
brève;3;3.3549166303217366E-5
anneau;12;1.3419666521286946E-4
karl;6;6.709833260643473E-5
filtrer;6;6.709833260643473E-5
réalisme;4;4.4732221737623154E-5
éprouvèrent;3;3.3549166303217366E-5
perdant;2;2.2366110868811577E-5
laissait;11;1.2301360977846367E-4
vécurent;2;2.2366110868811577E-5
combattants;5;5.591527717202894E-5
exemple;48;5.367866608514778E-4
constructions;7;7.828138804084051E-5
affront;2;2.2366110868811577E-5
sédentaire;4;4.4732221737623154E-5
entretins;7;7.828138804084051E-5
proclamé;4;4.4732221737623154E-5
poings;2;2.2366110868811577E-5
froides;2;2.2366110868811577E-5
intérêt;67;7.492647141051878E-4
descente;3;3.3549166303217366E-5
théosophie;9;1.0064749890965209E-4
nationaliste;8;8.946444347524631E-5
primitive;2;2.2366110868811577E-5
brûlante;3;3.3549166303217366E-5
appréhension;3;3.3549166303217366E-5
casernes;2;2.2366110868811577E-5
onction;3;3.3549166303217366E-5
envergure;3;3.3549166303217366E-5
dix-neuf;5;5.591527717202894E-5
criait;2;2.2366110868811577E-5
entêtement;2;2.2366110868811577E-5
sime;4;4.4732221737623154E-5
squameux;2;2.2366110868811577E-5
conférences;3;3.3549166303217366E-5
récits;11;1.2301360977846367E-4
situations;2;2.2366110868811577E-5
représentaient;2;2.2366110868811577E-5
hésitait;3;3.3549166303217366E-5
extraire;4;4.4732221737623154E-5
dialectique;2;2.2366110868811577E-5
sculpté;5;5.591527717202894E-5
réunie;2;2.2366110868811577E-5
innommable;4;4.4732221737623154E-5
courtoisement;2;2.2366110868811577E-5
insignifiantes;2;2.2366110868811577E-5
hantés;9;1.0064749890965209E-4
trajet;3;3.3549166303217366E-5
argile;16;1.7892888695049262E-4
éteints;2;2.2366110868811577E-5
connaissais;8;8.946444347524631E-5
quitté;14;1.5656277608168103E-4
vante;3;3.3549166303217366E-5
îlot;7;7.828138804084051E-5
cinquante;7;7.828138804084051E-5
réunir;6;6.709833260643473E-5
sujet;63;7.045324923675647E-4
hasard;20;2.2366110868811577E-4
songeant;3;3.3549166303217366E-5
connaissait;11;1.2301360977846367E-4
siegfried;5;5.591527717202894E-5
déraisonnable;2;2.2366110868811577E-5
peintre;11;1.2301360977846367E-4
déclare;19;2.1247805325370998E-4
révélation;5;5.591527717202894E-5
déclara;8;8.946444347524631E-5
changeant;3;3.3549166303217366E-5
incompréhension;2;2.2366110868811577E-5
perdait;3;3.3549166303217366E-5
poussèrent;4;4.4732221737623154E-5
identique;5;5.591527717202894E-5
saper;2;2.2366110868811577E-5
normale;6;6.709833260643473E-5
masque;4;4.4732221737623154E-5
horizontal;2;2.2366110868811577E-5
jour;172;0.0019234855347177956
fantastiques;10;1.1183055434405789E-4
cinquième;2;2.2366110868811577E-5
quête;5;5.591527717202894E-5
extrême;12;1.3419666521286946E-4
insisté;3;3.3549166303217366E-5
revendiquer;4;4.4732221737623154E-5
justifié;3;3.3549166303217366E-5
joué;6;6.709833260643473E-5
joug;5;5.591527717202894E-5
tobey;10;1.1183055434405789E-4
épuisement;2;2.2366110868811577E-5
extraits;4;4.4732221737623154E-5
sauront;3;3.3549166303217366E-5
formations;4;4.4732221737623154E-5
appelle;20;2.2366110868811577E-4
farouches;2;2.2366110868811577E-5
utilisable;2;2.2366110868811577E-5
contexte;2;2.2366110868811577E-5
perçoit;2;2.2366110868811577E-5
vaut;6;6.709833260643473E-5
sublime;5;5.591527717202894E-5
degrés;6;6.709833260643473E-5
droiture;2;2.2366110868811577E-5
figurer;4;4.4732221737623154E-5
dommages;3;3.3549166303217366E-5
monument;6;6.709833260643473E-5
agissant;3;3.3549166303217366E-5
fabriquaient;2;2.2366110868811577E-5
connaissant;2;2.2366110868811577E-5
assisté;3;3.3549166303217366E-5
extermination;13;1.4537972064727526E-4
vêtement;2;2.2366110868811577E-5
problèmes;34;3.802238847697968E-4
frayeur;5;5.591527717202894E-5
contours;11;1.2301360977846367E-4
déconcerte;2;2.2366110868811577E-5
estimer;2;2.2366110868811577E-5
unisse;2;2.2366110868811577E-5
transmis;5;5.591527717202894E-5
individu;36;4.0258999563860836E-4
aborder;5;5.591527717202894E-5
fiévreuse;2;2.2366110868811577E-5
atroces;2;2.2366110868811577E-5
hésitant;5;5.591527717202894E-5
inquiétés;3;3.3549166303217366E-5
inquiéter;2;2.2366110868811577E-5
sanglantes;2;2.2366110868811577E-5
soudaine;3;3.3549166303217366E-5
distorsion;3;3.3549166303217366E-5
chronique;3;3.3549166303217366E-5
tremblants;4;4.4732221737623154E-5
vivre;40;4.4732221737623154E-4
raison;133;0.0014873463727759699
effrayant;7;7.828138804084051E-5
malheureusement;38;4.2495610650741995E-4
parachèvera;2;2.2366110868811577E-5
ténébreux;2;2.2366110868811577E-5
citoyen;3;3.3549166303217366E-5
intact;2;2.2366110868811577E-5
invocation;5;5.591527717202894E-5
soumet;5;5.591527717202894E-5
mentionnaient;5;5.591527717202894E-5
servait;2;2.2366110868811577E-5
écailleuses;4;4.4732221737623154E-5
opportun;3;3.3549166303217366E-5
tremblante;3;3.3549166303217366E-5
intellectuelles;11;1.2301360977846367E-4
entendit;2;2.2366110868811577E-5
entendis;7;7.828138804084051E-5
plastique;2;2.2366110868811577E-5
minces;2;2.2366110868811577E-5
arrêtés;7;7.828138804084051E-5
arrêter;5;5.591527717202894E-5
arrêtée;6;6.709833260643473E-5
gluantes;2;2.2366110868811577E-5
monarchie;50;5.591527717202894E-4
passait;15;1.6774583151608682E-4
ennemies;4;4.4732221737623154E-5
échos;3;3.3549166303217366E-5
rideau;4;4.4732221737623154E-5
ressort;5;5.591527717202894E-5
parer;2;2.2366110868811577E-5
glacer;7;7.828138804084051E-5
séance;9;1.0064749890965209E-4
place;71;7.93996935842811E-4
anéantir;5;5.591527717202894E-5
dégage;3;3.3549166303217366E-5
objection;2;2.2366110868811577E-5
gens-là;3;3.3549166303217366E-5
canaille;5;5.591527717202894E-5
observation;5;5.591527717202894E-5
humides;5;5.591527717202894E-5
fraction;4;4.4732221737623154E-5
abîmes;7;7.828138804084051E-5
site;2;2.2366110868811577E-5
attroupèrent;3;3.3549166303217366E-5
nationalisme;2;2.2366110868811577E-5
queue;6;6.709833260643473E-5
parle;30;3.3549166303217364E-4
passage;8;8.946444347524631E-5
privées;4;4.4732221737623154E-5
nationaliser;2;2.2366110868811577E-5
aveu;2;2.2366110868811577E-5
quitta;4;4.4732221737623154E-5
pleinement;4;4.4732221737623154E-5
croisement;2;2.2366110868811577E-5
envahi;7;7.828138804084051E-5
plaît;3;3.3549166303217366E-5
entrailles;7;7.828138804084051E-5
divers;26;2.907594412945505E-4
gouvernement;61;6.82166381498753E-4
justice;10;1.1183055434405789E-4
rêveurs;6;6.709833260643473E-5
panthéon;3;3.3549166303217366E-5
plaie;3;3.3549166303217366E-5
faudra;6;6.709833260643473E-5
nouvelle-angleterre;8;8.946444347524631E-5
sournoise;2;2.2366110868811577E-5
satisfait;7;7.828138804084051E-5
réflexions;7;7.828138804084051E-5
naufrage;5;5.591527717202894E-5
étouffé;9;1.0064749890965209E-4
venimeux;3;3.3549166303217366E-5
mensonges;15;1.6774583151608682E-4
regards;7;7.828138804084051E-5
stupéfiante;4;4.4732221737623154E-5
comptait;3;3.3549166303217366E-5
compétences;2;2.2366110868811577E-5
maillon;2;2.2366110868811577E-5
kultur;2;2.2366110868811577E-5
subjectivement;2;2.2366110868811577E-5
particulière;20;2.2366110868811577E-4
pleurer;2;2.2366110868811577E-5
webb;36;4.0258999563860836E-4
impressionnables;2;2.2366110868811577E-5
maître;32;3.5785777390098523E-4
radotages;2;2.2366110868811577E-5
accepter;8;8.946444347524631E-5
regarda;3;3.3549166303217366E-5
regardé;6;6.709833260643473E-5
réflexion;9;1.0064749890965209E-4
dominateur;2;2.2366110868811577E-5
répandaient;2;2.2366110868811577E-5
sectes;2;2.2366110868811577E-5
couronnée;4;4.4732221737623154E-5
neige;2;2.2366110868811577E-5
recouvert;2;2.2366110868811577E-5
consulté;2;2.2366110868811577E-5
paris;10;1.1183055434405789E-4
paroles;11;1.2301360977846367E-4
limites;12;1.3419666521286946E-4
limiter;6;6.709833260643473E-5
douleur;8;8.946444347524631E-5
disaient;7;7.828138804084051E-5
atlantide;3;3.3549166303217366E-5
couronnés;4;4.4732221737623154E-5
orientation;6;6.709833260643473E-5
limitée;5;5.591527717202894E-5
arrière-salle;3;3.3549166303217366E-5
viens;3;3.3549166303217366E-5
enraciné;2;2.2366110868811577E-5
vient;23;2.5721027499133316E-4
harold;3;3.3549166303217366E-5
assimile;2;2.2366110868811577E-5
surgissaient;5;5.591527717202894E-5
théosophes;20;2.2366110868811577E-4
sismique;2;2.2366110868811577E-5
accent;3;3.3549166303217366E-5
parfaite;9;1.0064749890965209E-4
accompli;6;6.709833260643473E-5
abâtardis;2;2.2366110868811577E-5
fiévreux;6;6.709833260643473E-5
préparé;8;8.946444347524631E-5
trois;44;4.920544391138547E-4
brouillard;3;3.3549166303217366E-5
mince;8;8.946444347524631E-5
impitoyable;13;1.4537972064727526E-4
disproportion;2;2.2366110868811577E-5
parcourant;2;2.2366110868811577E-5
sagesse;17;1.901119423848984E-4
héroïsme;11;1.2301360977846367E-4
intéressait;6;6.709833260643473E-5
nécessaires;16;1.7892888695049262E-4
produit;31;3.4667471846657946E-4
circular;4;4.4732221737623154E-5
réserves;3;3.3549166303217366E-5
célébrer;2;2.2366110868811577E-5
célèbres;3;3.3549166303217366E-5
tâtonnant;2;2.2366110868811577E-5
jouent;2;2.2366110868811577E-5
médiocres;5;5.591527717202894E-5
avis;23;2.5721027499133316E-4
cubisme;6;6.709833260643473E-5
réservée;2;2.2366110868811577E-5
tempes;2;2.2366110868811577E-5
quitter;14;1.5656277608168103E-4
latine;2;2.2366110868811577E-5
élevés;4;4.4732221737623154E-5
élever;22;2.4602721955692733E-4
enténébrés;4;4.4732221737623154E-5
accessible;2;2.2366110868811577E-5
hypothèse;4;4.4732221737623154E-5
élevée;11;1.2301360977846367E-4
classique;4;4.4732221737623154E-5
souffrances;8;8.946444347524631E-5
apparaît;13;1.4537972064727526E-4
626exclusif;6;6.709833260643473E-5
vis-à-vis;32;3.5785777390098523E-4
miner;2;2.2366110868811577E-5
purement;25;2.795763858601447E-4
archéologie;20;2.2366110868811577E-4
éblouissante;2;2.2366110868811577E-5
bouche;9;1.0064749890965209E-4
multiplication;5;5.591527717202894E-5
réalisées;3;3.3549166303217366E-5
aisément;5;5.591527717202894E-5
moralement;5;5.591527717202894E-5
spécifiquement;2;2.2366110868811577E-5
raide;4;4.4732221737623154E-5
vocation;4;4.4732221737623154E-5
police;30;3.3549166303217364E-4
entretenait;2;2.2366110868811577E-5
nationales;9;1.0064749890965209E-4
citoyens;5;5.591527717202894E-5
ébranler;2;2.2366110868811577E-5
dépeindre;3;3.3549166303217366E-5
violent;7;7.828138804084051E-5
métallique;2;2.2366110868811577E-5
aimable;2;2.2366110868811577E-5
singulière;5;5.591527717202894E-5
réveil;8;8.946444347524631E-5
superficiels;4;4.4732221737623154E-5
tapissaient;2;2.2366110868811577E-5
provocation;3;3.3549166303217366E-5
élevaient;2;2.2366110868811577E-5
troupes;10;1.1183055434405789E-4
banque;4;4.4732221737623154E-5
chrétiens;2;2.2366110868811577E-5
allures;2;2.2366110868811577E-5
rendais;2;2.2366110868811577E-5
rendait;10;1.1183055434405789E-4
spectateurs;4;4.4732221737623154E-5
foyer;2;2.2366110868811577E-5
subconscient;3;3.3549166303217366E-5
émanant;2;2.2366110868811577E-5
alternances;2;2.2366110868811577E-5
supposer;3;3.3549166303217366E-5
rédacteur;4;4.4732221737623154E-5
réticences;2;2.2366110868811577E-5
minés;3;3.3549166303217366E-5
incombe;2;2.2366110868811577E-5
murmures;2;2.2366110868811577E-5
sangs-mêlés;2;2.2366110868811577E-5
projets;6;6.709833260643473E-5
glorieuse;6;6.709833260643473E-5
noire;19;2.1247805325370998E-4
regardaient;3;3.3549166303217366E-5
supposée;2;2.2366110868811577E-5
fuite;9;1.0064749890965209E-4
intentionnés;2;2.2366110868811577E-5
indispensable;8;8.946444347524631E-5
lent;2;2.2366110868811577E-5
chefs;25;2.795763858601447E-4
décrépitude;2;2.2366110868811577E-5
jette;3;3.3549166303217366E-5
faut-il;4;4.4732221737623154E-5
society;5;5.591527717202894E-5
envisage;3;3.3549166303217366E-5
entravaient;3;3.3549166303217366E-5
cesser;4;4.4732221737623154E-5
désillusions;2;2.2366110868811577E-5
géniale;8;8.946444347524631E-5
devenu;33;3.69040829335391E-4
imposteurs;2;2.2366110868811577E-5
résisté;3;3.3549166303217366E-5
balkans;3;3.3549166303217366E-5
broussailles;2;2.2366110868811577E-5
docilité;3;3.3549166303217366E-5
exposé;13;1.4537972064727526E-4
enrichissement;3;3.3549166303217366E-5
société;29;3.243086075977679E-4
procréé;2;2.2366110868811577E-5
explosion;4;4.4732221737623154E-5
filets;5;5.591527717202894E-5
vorwärts;2;2.2366110868811577E-5
éternel;12;1.3419666521286946E-4
personnel;8;8.946444347524631E-5
personnes;29;3.243086075977679E-4
singuliers;2;2.2366110868811577E-5
exquise;5;5.591527717202894E-5
sache;3;3.3549166303217366E-5
ajouté;7;7.828138804084051E-5
consigner;3;3.3549166303217366E-5
consignés;2;2.2366110868811577E-5
pologne;8;8.946444347524631E-5
docks;2;2.2366110868811577E-5
presse;86;9.617427673588978E-4
implication;2;2.2366110868811577E-5
propos;19;2.1247805325370998E-4
valparaiso;10;1.1183055434405789E-4
rêvent;5;5.591527717202894E-5
séquelle;2;2.2366110868811577E-5
revenu;5;5.591527717202894E-5
langue;26;2.907594412945505E-4
travaillent;3;3.3549166303217366E-5
destiné;8;8.946444347524631E-5
commencèrent;12;1.3419666521286946E-4
taureau;2;2.2366110868811577E-5
conservée;2;2.2366110868811577E-5
université;20;2.2366110868811577E-4
profitant;3;3.3549166303217366E-5
maternelle;3;3.3549166303217366E-5
emparait;2;2.2366110868811577E-5
gaillards;4;4.4732221737623154E-5
convertir;2;2.2366110868811577E-5
découvrirent;2;2.2366110868811577E-5
disent;4;4.4732221737623154E-5
permettaient;4;4.4732221737623154E-5
défaillance;3;3.3549166303217366E-5
primitif;5;5.591527717202894E-5
noirs;22;2.4602721955692733E-4
teint;2;2.2366110868811577E-5
conserver;21;2.3484416412252157E-4
empoisonne;3;3.3549166303217366E-5
propre;105;0.0011742208206126077
conservés;3;3.3549166303217366E-5
exactitude;3;3.3549166303217366E-5
révélé;20;2.2366110868811577E-4
extrémités;3;3.3549166303217366E-5
révéla;5;5.591527717202894E-5
étincelle;3;3.3549166303217366E-5
agissait;42;4.6968832824504313E-4
spirituelles;4;4.4732221737623154E-5
espagnole;3;3.3549166303217366E-5
premier;130;0.0014537972064727525
quay;4;4.4732221737623154E-5
celle-là;5;5.591527717202894E-5
moyennes;2;2.2366110868811577E-5
hâter;2;2.2366110868811577E-5
pressentais;2;2.2366110868811577E-5
ardeur;10;1.1183055434405789E-4
appuie;2;2.2366110868811577E-5
stupidité;7;7.828138804084051E-5
industries;2;2.2366110868811577E-5
flots;19;2.1247805325370998E-4
tziganes;4;4.4732221737623154E-5
quai;3;3.3549166303217366E-5
appuis;2;2.2366110868811577E-5
onze;6;6.709833260643473E-5
daigne;3;3.3549166303217366E-5
extravagance;4;4.4732221737623154E-5
judicieuse;2;2.2366110868811577E-5
capital;27;3.019424967289563E-4
hostile;10;1.1183055434405789E-4
saisissants;2;2.2366110868811577E-5
abordage;2;2.2366110868811577E-5
libéralisme;2;2.2366110868811577E-5
employée;2;2.2366110868811577E-5
apporté;15;1.6774583151608682E-4
parcourait;2;2.2366110868811577E-5
souillé;5;5.591527717202894E-5
lac;5;5.591527717202894E-5
west;5;5.591527717202894E-5
extérieurement;4;4.4732221737623154E-5
employer;14;1.5656277608168103E-4
derrière;15;1.6774583151608682E-4
exposèrent;2;2.2366110868811577E-5
souvenait;5;5.591527717202894E-5
employés;8;8.946444347524631E-5
descendance;9;1.0064749890965209E-4
lest;5;5.591527717202894E-5
quittai;4;4.4732221737623154E-5
gouffre;8;8.946444347524631E-5
trône;4;4.4732221737623154E-5
institutions;16;1.7892888695049262E-4
efforçai;5;5.591527717202894E-5
condition;49;5.479697162858836E-4
inventions;2;2.2366110868811577E-5
conduirait;5;5.591527717202894E-5
new-yorkais;2;2.2366110868811577E-5
458camelote;2;2.2366110868811577E-5
serrait;2;2.2366110868811577E-5
théorie;11;1.2301360977846367E-4
environs;2;2.2366110868811577E-5
durables;2;2.2366110868811577E-5
technique;22;2.4602721955692733E-4
mentalement;3;3.3549166303217366E-5
richesse;6;6.709833260643473E-5
devrais;2;2.2366110868811577E-5
devrait;18;2.0129499781930418E-4
insipides;2;2.2366110868811577E-5
coïncidence;3;3.3549166303217366E-5
levé;3;3.3549166303217366E-5
promptement;3;3.3549166303217366E-5
insufflait;2;2.2366110868811577E-5
satanistes;2;2.2366110868811577E-5
hautement;3;3.3549166303217366E-5
pressa;2;2.2366110868811577E-5
ajouta;2;2.2366110868811577E-5
interrogea;3;3.3549166303217366E-5
bateaux;2;2.2366110868811577E-5
déclarations;6;6.709833260643473E-5
possibilité;31;3.4667471846657946E-4
périrent;4;4.4732221737623154E-5
interrogés;5;5.591527717202894E-5
interroger;10;1.1183055434405789E-4
vingtaine;2;2.2366110868811577E-5
hystériques;8;8.946444347524631E-5
infinies;3;3.3549166303217366E-5
près;51;5.703358271546952E-4
attiré;9;1.0064749890965209E-4
prêt;18;2.0129499781930418E-4
lieutenant;29;3.243086075977679E-4
horrifiés;2;2.2366110868811577E-5
fuir;2;2.2366110868811577E-5
expédition;9;1.0064749890965209E-4
éleva;3;3.3549166303217366E-5
prête;9;1.0064749890965209E-4
élevé;16;1.7892888695049262E-4
prêta;4;4.4732221737623154E-5
supplia;2;2.2366110868811577E-5
horrifiée;4;4.4732221737623154E-5
rescape;6;6.709833260643473E-5
philippines;5;5.591527717202894E-5
travailleur;13;1.4537972064727526E-4
honnête;11;1.2301360977846367E-4
cargo;5;5.591527717202894E-5
importants;9;1.0064749890965209E-4
concentrait;2;2.2366110868811577E-5
janvier;9;1.0064749890965209E-4
balles;6;6.709833260643473E-5
admettre;12;1.3419666521286946E-4
salaire;3;3.3549166303217366E-5
évoquer;6;6.709833260643473E-5
admettra;2;2.2366110868811577E-5
heureuse;4;4.4732221737623154E-5
importante;11;1.2301360977846367E-4
évoqués;3;3.3549166303217366E-5
ères;4;4.4732221737623154E-5
minutie;4;4.4732221737623154E-5
échangèrent;4;4.4732221737623154E-5
prêts;11;1.2301360977846367E-4
ardent;2;2.2366110868811577E-5
document;19;2.1247805325370998E-4
monarchique;3;3.3549166303217366E-5
rapport;29;3.243086075977679E-4
authenticité;6;6.709833260643473E-5
fixer;2;2.2366110868811577E-5
volonté;78;8.722783238836514E-4
descendants;8;8.946444347524631E-5
fixés;5;5.591527717202894E-5
nouvelle-orléans;30;3.3549166303217364E-4
dormait;2;2.2366110868811577E-5
empoisonnement;8;8.946444347524631E-5
sorcières;7;7.828138804084051E-5
tonnage;4;4.4732221737623154E-5
situation;66;7.38081658670782E-4
frontière;5;5.591527717202894E-5
études;11;1.2301360977846367E-4
législation;5;5.591527717202894E-5
